"صديق","/a╩Ēad─½q/","اسم","الشخص المرتبط بصداقة"
"عائلة","/╩╗─ü╩╗ila/","اسم","مجموعة الأقارب"
"يد","/yad/","اسم","طرف الجسم العلوي"
"رجل","/rijl/","اسم","طرف الجسم السفلي"
"عين","/╩╗ayn/","اسم","عضو البصر"
"أذن","/╩╗u╔░n/","اسم","عضو السمع"
"أنف","/╩╗anf/","اسم","عضو الشم"
"فم","/fam/","اسم","فتحة الوجه للتناول والكلام"
"رأس","/ra╩╗s/","اسم","أعلى الجسم ويحمل الدماغ"
"قلب","/qalb/","اسم","عضو الضخ في الجسم"
"وجه","/wajh/","اسم","مقدمة الرأس"
"شعر","/╩āa╩╗r/","اسم","الزغب على الرأس والجسم"
"يوم","/yawm/","اسم","مدة 24 ساعة"
"ليلة","/layla/","اسم","الوقت من الغسق إلى الفجر"
"أسبوع","/usb┼½╩╗/","اسم","مدة سبعة أيام"
"شهر","/╩āahr/","اسم","مدة نحو 30 يوماً"
"سنة","/sana/","اسم","مدة 12 شهراً"
"وقت","/waqt/","اسم","الزمن أو الفترة"
"صباح","/a╩Ēab─ü╩Ę/","اسم","بداية النهار"
"مساء","/mas─ü╩╗/","اسم","نهاية النهار"
"لغة","/lu╔Īa/","اسم","نظام الكلام لمجتمع ما"
"كلمة","/kalima/","اسم","أصغر وحدة كلامية ذات معنى"
"جملة","/jumla/","اسم","مجموعة كلمات تعبر عن فكرة"
"بلد","/balad/","اسم","منطقة أو أمة"
"مدينة","/mad─½na/","اسم","تجمع سكاني كبير"
"قرية","/qarya/","اسم","تجمع سكاني صغير"
"شارع","/╩ā─üri╩╗/","اسم","طريق في المدينة"
"سيارة","/sayy─üra/","اسم","مركبة ذات محرك"
"طائرة","/╩Ł─ü╩╗ira/","اسم","مركبة طائرة"
"بحر","/ba╩Ęr/","اسم","مساحة كبيرة من الماء المالح"
"نهر","/nahr/","اسم","مجرى مائي عذب طبيعي"
"جبل","/jabal/","اسم","ارتفاع طبيعي كبير للأرض"
"شمس","/╩āams/","اسم","النجم الذي تَدور حوله الأرض"
"قمر","/qamar/","اسم","القمر الطبيعي للأرض"
"نجم","/najm/","اسم","جرم سماوي لامع"
"سماء","/sam─ü╩╗/","اسم","ما يُرى فوق الأرض من الفضاء والغلاف الجوي"
"ماء","/m─ü╩╗/","اسم","سائل شفاف عديم اللون"
"هواء","/haw─ü╩╗/","اسم","خليط الغازات المحيط بالأرض"
"نار","/n─ür/","اسم","اللهب والحرارة الناتجة عن الاحتراق"
"تراب","/tur─üb/","اسم","الطبقة السطحية من الأرض"
"ذهب","/╔░ahab/","اسم","عنصر فلزي ثمين أصفر اللون"
"فضة","/fi╔╗╔╗a/","اسم","عنصر فلزي ثمين أبيض اللون"
"حديد","/╩Ęad─½d/","اسم","عنصر فلزي قوي"
"خشب","/khashab/","اسم","نسيج من سيقان وأغصان الأشجار"
"زجاج","/zuj─üj/","اسم","مادة صلبة شفافة هشة"
"ورق","/waraq/","اسم","مادة رقيقة مسطحة"
"ملح","/mil╩Ę/","اسم","مادة بلورية تستخدم للطعام"
"خبز","/khubz/","اسم","طعام مخبوز من العجين"
"لحم","/la╩Ęm/","اسم","نسيج حيواني يؤكل"
"سمك","/samak/","اسم","حيوان مائي"
"فاكهة","/f─ükiha/","اسم","ثمار النباتات الحلوة"
"خضار","/khu╔╗╔╗─ür/","اسم","نباتات تُؤكل أجزاؤها غير الحلوة"
"حليب","/hal─½b/","اسم","سائل أبيض تنتجه الثدييات"
"سكر","/sukkar/","اسم","مادة حلوة تبلورية"
"أرز","/╩╗arz/","اسم","حبوب نبات الأرز"
"حب","/╩Ęubb/","اسم","شعور عاطفي قوي"
"سلام","/sal─üm/","اسم","التحية أو حالة الهدوء"
"حرب","/╩Ęarb/","اسم","نزاع مسلح"
"دين","/d─½n/","اسم","المعتقدات والممارسات الروحية"
"علم","/╩╗ilm/","اسم","المعرفة المنظمة"
"فن","/fann/","اسم","التعبير الإبداعي"
"عمل","/╩╗amal/","اسم","النشاط لتحقيق نتيجة"
"مال","/m─ül/","اسم","الثروة أو النقود"
"سلطة","/sul╩Ła/","اسم","القدرة على الحكم أو التحكم"
"سوق","/s┼½q/","اسم","مكان لبيع وشراء البضائع"
"سعر","/si╩╗r/","اسم","القيمة النقدية للشيء"
"رقم","/raqm/","اسم","رمز يمثل عدداً"
"لون","/lawn/","اسم","الصفة البصرية كالأحمر والأزرق"
"صوت","/a╩Ēawt/","اسم","الذبذبات المسموعة"
"ضوء","/╔╗aw╩╗/","اسم","الإشعاع الذي يمكن رؤيته"
"ظل","/╔╛ill/","اسم","المنطقة المعتمة بسبب حاجز الضوء"
"ريح","/r─½╩Ę/","اسم","حركة الهواء"
"مطر","/ma╩Łar/","اسم","قطرات الماء المتساقطة من السحب"
"ثلج","/thalj/","اسم","ماء متجمد يتساقط كرقائق بيضاء"
